searge,name,side,desc
func_218553_s,lambda$accept$67,2,
func_218554_F,lambda$accept$50,2,
func_218555_an,lambda$accept$16,2,
func_218556_ap,lambda$accept$14,2,
func_218557_ag,lambda$accept$23,2,
func_218558_aq,lambda$accept$13,2,
func_218559_g,createBannerDrop,2,
func_218560_a,applyExplosionCondition,2,
func_218561_b,createSilkTouchOnlyTable,2,
func_218562_a,createSinglePropConditionTable,2,
func_218564_a,otherWhenSilkTouch,2,
func_218565_R,lambda$accept$38,2,
func_218566_af,lambda$accept$24,2,
func_218567_ao,lambda$accept$15,2,
func_218568_H_,lambda$accept$51,2,
func_218569_aa,lambda$accept$29,2,
func_218570_h,createGrassDrops,2,
func_218571_t,lambda$accept$66,2,
func_218572_D,lambda$accept$56,2,
func_218582_a,add,2,
func_218583_a,createSheepTable,2,
func_218584_a,lambda$accept$0,2,
func_218585_a,add,2,
func_218588_a,lambda$accept$0,2,
func_218596_m,lambda$accept$0,2,
func_218597_l,lambda$accept$1,2,
func_218598_d,lambda$accept$9,2,
func_218599_e,lambda$accept$8,2,
func_218600_f,lambda$accept$7,2,
func_218601_g,lambda$accept$6,2,
func_218602_b,lambda$accept$11,2,
func_218603_i,lambda$accept$4,2,
func_218604_a,lambda$accept$12,2,
func_218605_c,lambda$accept$10,2,
func_218606_j,lambda$accept$3,2,
func_218607_h,lambda$accept$5,2,
func_218608_k,lambda$accept$2,2,
func_218609_c,getType,2,
func_218610_a,serializeRecipeData,2,
func_218628_a,unlockedBy,2,
func_218629_c,smelting,2,
func_218630_a,save,2,
func_218631_a,cooking,2,
func_218632_a,save,2,
func_218633_b,blasting,2,
func_218634_a,ensureValid,2,
func_218635_a,save,2,
func_218643_a,unlocks,2,
func_218644_a,stonecutting,2,
func_218645_a,save,2,
func_218646_a,ensureValid,2,
func_218647_a,save,2,
func_218648_a,stonecutting,2,
func_218655_a,access$000,2,
func_218656_a,special,2,
func_218657_a,put,2,
func_218659_a,setTag,2,
func_218660_b,addTag,2,
func_218661_a,updateType,2,
func_218663_f,updateTypeAfterRemove,2,
func_218666_n,readUtf,2,
func_218667_g,readSectionPos,2,
func_218668_a,writeBlockHitResult,2,
func_218669_q,readBlockHitResult,2,
func_218672_b,compileNbtPath,2,
func_218673_a,getData,2,
func_218675_a,lambda$resolve$0,2,
func_218676_i,getNbtPath,2,
func_218677_j,isInterpreting,2,
func_218682_b,compilePos,2,
func_218683_k,getPos,2,
func_218686_b,compileSelector,2,
func_218687_k,getSelector,2,
func_218690_b,shouldInterrupt,2,
func_218692_i,getZa,2,
func_218693_g,getXa,2,
func_218694_l,getType,2,
func_218695_h,getYa,2,
func_218702_c,getSize,2,
func_218703_d,getEntityId,2,
func_218704_b,getContainerId,2,
func_218708_a,extractChunkData,2,
func_218709_a,calculateChunkSize,2,
func_218710_g,getHeightmaps,2,
func_218712_f,getSkyUpdates,2,
func_218713_i,getBlockUpdates,2,
func_218714_c,getZ,2,
func_218715_d,getSkyYMask,2,
func_218716_b,getX,2,
func_218717_e,getEmptySkyYMask,2,
func_218718_g,getBlockYMask,2,
func_218719_h,getEmptyBlockYMask,2,
func_218728_h,getChunkRadius,2,
func_218731_d,getVillagerLevel,2,
func_218732_b,getContainerId,2,
func_218733_c,getOffers,2,
func_218734_e,getVillagerXp,2,
func_218735_f,showProgress,2,
func_218743_a,entityToPacket,2,
func_218744_a,packetToEntity,2,
func_218746_b,getHand,2,
func_218748_d,getTitle,2,
func_218749_c,getType,2,
func_218750_b,getContainerId,2,
func_218754_c,getZ,2,
func_218755_b,getX,2,
func_218758_b,getRadius,2,
func_218760_c,getSource,2,
func_218761_f,getPitch,2,
func_218762_d,getId,2,
func_218763_b,getSound,2,
func_218764_e,getVolume,2,
func_218770_a,lambda$fromNetwork$0,2,
func_218771_a,toNetwork,2,
func_218772_c,fromNetwork,2,
func_218773_b,getDifficulty,2,
func_218776_b,isLocked,2,
func_218788_e,getFinalState,2,
func_218789_b,getPos,2,
func_218794_c,getHitResult,2,
func_218796_a,ensureRunningOnSameThread,2,
func_218797_a,ensureRunningOnSameThread,2,
func_218798_a,sendEntityBrain,2,
func_218799_a,sendPoiAddedPacket,2,
func_218800_a,sendGoalSelector,2,
func_218801_c,sendPoiTicketCountPacket,2,
func_218802_a,sendPoiPacketsForChunk,2,
func_218803_a,sendPathFindingPacket,2,
func_218804_a,sendStructurePacket,2,
func_218805_b,sendPoiRemovedPacket,2,
func_218806_a,sendNeighborsUpdatePacket,2,
func_218808_b,getRandom,2,
func_218809_a,getRandomString,2,
func_218816_b,getMissingTranslations,2,
func_218817_b,lambda$validate$2,2,
func_218818_a,lambda$checkTranslations$0,2,
func_218820_a,lambda$getMissingTranslations$1,2,
func_218821_c,validate,2,
func_218822_b,readFile,2,
func_218823_a,getTick,2,
func_218831_a,checkMatchingData,2,
func_218834_a,createNumericConditionalHandler,2,
func_218850_e,lambda$register$5,2,
func_218855_b,lambda$static$12,2,
func_218859_a,playerGive,2,
func_218860_a,callback,2,
func_218861_f,lambda$null$8,2,
func_218862_a,getContainer,2,
func_218863_a,lambda$dropKillLoot$24,2,
func_218864_e,lambda$addTargets$17,2,
func_218865_a,entityReplace,2,
func_218866_g,lambda$addTargets$15,2,
func_218867_b,lambda$addTargets$20,2,
func_218868_a,addTargets,2,
func_218869_a,dropKillLoot,2,
func_218870_d,lambda$addTargets$18,2,
func_218871_a,drop,2,
func_218872_a,getSourceHandItem,2,
func_218873_a,lambda$static$0,2,
func_218874_i,lambda$null$5,2,
func_218875_a,callback,2,
func_218876_a,dropFishingLoot,2,
func_218877_a,lambda$addTargets$21,2,
func_218878_c,lambda$null$11,2,
func_218879_a,dropBlockLoot,2,
func_218880_a,lambda$register$14,2,
func_218881_a,dropInWorld,2,
func_218882_a,lambda$dropInWorld$22,2,
func_218883_a,canMergeItems,2,
func_218884_f,lambda$addTargets$16,2,
func_218885_c,lambda$addTargets$19,2,
func_218886_a,register,2,
func_218887_a,dropChestLoot,2,
func_218888_a,lambda$null$13,2,
func_218889_a,lambda$static$2,2,
func_218890_a,distributeToContainer,2,
func_218891_e,lambda$null$9,2,
func_218892_h,lambda$null$6,2,
func_218893_a,lambda$dropBlockLoot$23,2,
func_218894_a,blockReplace,2,
func_218895_b,lambda$null$12,2,
func_218896_b,lambda$static$1,2,
func_218897_d,lambda$null$10,2,
func_218898_g,lambda$null$7,2,
func_218899_j,lambda$null$4,2,
func_218900_a,blockDistribute,2,
func_218901_a,setSlots,2,
func_218902_b,lambda$drop$25,2,
func_218903_a,lambda$register$3,2,
func_218909_a,register,2,
func_218914_a,lambda$spawnEntity$4,2,
func_218915_a,register,2,
func_218916_a,lambda$register$0,2,
func_218917_a,sendMessage,2,
func_218922_a,lambda$static$0,2,
func_218923_a,lambda$static$0,2,
func_218924_a,lambda$register$21,2,
func_218925_b,lambda$static$5,2,
func_218927_a,lambda$null$20,2,
func_218928_a,getSingleTag,2,
func_218929_a,lambda$null$24,2,
func_218930_e,lambda$null$16,2,
func_218931_c,lambda$static$2,2,
func_218932_d,lambda$null$17,2,
func_218933_a,manipulateData,2,
func_218934_a,lambda$null$25,2,
func_218935_a,decorateModification,2,
func_218936_a,lambda$null$23,2,
func_218937_b,lambda$null$22,2,
func_218940_a,lambda$decorateModification$28,2,
func_218941_c,lambda$null$18,2,
func_218943_a,lambda$static$4,2,
func_218944_a,insertAtIndex,2,
func_218947_a,lambda$static$6,2,
func_218948_b,lambda$static$3,2,
func_218949_a,lambda$null$27,2,
func_218952_a,lambda$null$26,2,
func_218954_b,lambda$null$19,2,
func_218961_b,getMutable,2,
func_218962_a,get,2,
func_218963_a,wrapNumberDeserializer,2,
func_218964_a,dispatchNumberOrString,2,
func_218965_b,getMutable,2,
func_218966_a,cloneProperties,2,
func_218967_a,get,2,
func_218968_a,get,2,
func_218969_b,loadFromFile,2,
func_218970_c,store,2,
func_218971_a,lambda$dispatchNumberOrString$1,2,
func_218972_a,lambda$get$2,2,
func_218973_a,get,2,
func_218974_b,getMutable,2,
func_218975_a,lambda$wrapNumberDeserializer$0,2,
func_218976_c,getStringRaw,2,
func_218977_a,get,2,
func_218978_b,getLegacyBoolean,2,
func_218979_a,get,2,
func_218980_a,getLegacyString,2,
func_218981_b,getMutable,2,
func_218982_a,get,2,
func_218983_a,get,2,
func_218984_a,getLegacy,2,
func_218986_a,lambda$new$1,2,
func_218987_b,lambda$new$0,2,
func_219033_a,update,2,
func_219034_a,getProperties,2,
func_219035_b,forceSave,2,
func_219045_a,addFinalizer,2,
func_219046_f,runFinalizers,2,
func_219047_a,access$000,2,
func_219048_a,showFrameFor,2,
func_219049_b,access$100,2,
func_219050_b,close,2,
func_219053_a,close,2,
func_219065_a,isOrAfter,2,
func_219066_a,onLevelChange,2,
func_219067_a,submit,2,
func_219068_b,getQueue,2,
func_219069_a,message,2,
func_219070_a,lambda$submit$12,2,
func_219071_a,lambda$null$3,2,
func_219072_a,lambda$message$2,2,
func_219073_a,release,2,
func_219074_a,release,2,
func_219075_a,lambda$null$6,2,
func_219076_a,lambda$null$9,2,
func_219077_a,lambda$null$13,2,
func_219078_a,pollTask,2,
func_219079_b,lambda$pollTask$16,2,
func_219080_a,lambda$getReleaseProcessor$8,2,
func_219081_a,message,2,
func_219082_a,lambda$release$11,2,
func_219083_b,lambda$null$1,2,
func_219084_a,lambda$new$0,2,
func_219085_a,lambda$onLevelChange$10,2,
func_219086_a,lambda$getProcessor$5,2,
func_219087_a,getProcessor,2,
func_219088_a,lambda$null$15,2,
func_219089_b,lambda$null$7,2,
func_219090_a,lambda$null$4,2,
func_219091_a,getReleaseProcessor,2,
func_219092_a,lambda$null$14,2,
func_219097_a,getPlayers,2,
func_219098_a,getRegionFile,2,
func_219099_e,read,2,
func_219100_a,write,2,
func_219104_f,lambda$null$1,2,
func_219106_c,get,2,
func_219107_b,readColumn,2,
func_219109_g,lambda$getOrCreate$0,2,
func_219111_b,onSectionLoad,2,
func_219112_a,flush,2,
func_219113_d,getOrLoad,2,
func_219114_b,outsideStoredRange,2,
func_219115_a,tick,2,
func_219116_a,setDirty,2,
func_219117_c,writeColumn,2,
func_219127_a,find,2,
func_219129_c,lambda$take$7,2,
func_219132_a,updateFromSection,2,
func_219135_a,add,2,
func_219137_a,getInChunk,2,
func_219138_a,exists,2,
func_219139_a,checkConsistencyWithBlocks,2,
func_219140_a,remove,2,
func_219142_b,release,2,
func_219145_a,getCountInRange,2,
func_219146_b,getInRange,2,
func_219148_c,getType,2,
func_219149_a_,lambda$getInChunk$3,2,
func_219150_a,sectionsToVillage,2,
func_219151_a,mayHavePoi,2,
func_219152_b,lambda$take$8,2,
func_219153_a,access$000,2,
func_219154_f,isVillageCenter,2,
func_219157_a,take,2,
func_219160_a,lambda$findClosest$6,2,
func_219163_a,getRandom,2,
func_219165_a,getVersion,2,
func_219169_g,tick,2,
func_219170_a,getChunkDebugData,2,
func_219172_b_,lambda$postProcess$28,2,
func_219173_a,access$700,2,
func_219174_c,getTickingGenerated,2,
func_219175_a,setViewDistance,2,
func_219176_a_,lambda$postProcess$34,2,
func_219177_a,saveAllChunks,2,
func_219178_f,readChunk,2,
func_219179_a,postProcess,2,
func_219180_a,playerLoadedChunk,2,
func_219181_b,access$500,2,
func_219182_c,access$600,2,
func_219183_a,move,2,
func_219185_a,lambda$scheduleUnload$10,2,
func_219187_b,skipPlayer,2,
func_219188_b,getEntityTickingRangeFuture,2,
func_219189_h,getPoiManager,2,
func_219191_c,getChunkQueueLevel,2,
func_219192_a_,lambda$getPlayers$46,2,
func_219193_a_,lambda$protoChunkToFullChunk$26,2,
func_219194_d,size,2,
func_219195_b,lambda$scheduleChunkGeneration$15,2,
func_219196_a_,lambda$null$33,2,
func_219199_a,updateChunkTracking,2,
func_219200_b,protoChunkToFullChunk,2,
func_219201_a_,lambda$noPlayersCloseForSpawning$45,2,
func_219202_b_,lambda$postProcess$35,2,
func_219203_a,access$300,2,
func_219204_a,tick,2,
func_219205_a,getDependencyStatus,2,
func_219207_a,getLightEngine,2,
func_219208_a_,lambda$null$29,2,
func_219209_c,releaseLightTicket,2,
func_219210_a,addEntity,2,
func_219211_a_,lambda$null$19,2,
func_219212_a,scheduleUnload,2,
func_219213_a,updateChunkScheduling,2,
func_219215_b,checkerboardDistance,2,
func_219216_e_,lambda$scheduleChunkGeneration$21,2,
func_219217_a,euclideanDistanceSquared,2,
func_219218_b,lambda$getEntityTickingRangeFuture$2,2,
func_219219_b,getVisibleChunkIfPresent,2,
func_219220_a,getUpdatingChunkIfPresent,2,
func_219222_a,broadcast,2,
func_219223_d,lambda$getChunkQueueLevel$0,2,
func_219224_a_,lambda$setViewDistance$39,2,
func_219225_b,broadcastAndSend,2,
func_219227_a,lambda$getChunkRangeFuture$1,2,
func_219228_d_,lambda$protoChunkToFullChunk$27,2,
func_219229_a,save,2,
func_219230_c_,lambda$postProcess$31,2,
func_219231_b,removeEntity,2,
func_219232_a,checkerboardDistance,2,
func_219233_a_,lambda$null$32,2,
func_219234_a,updatePlayerStatus,2,
func_219235_a_,lambda$scheduleChunkGeneration$20,2,
func_219236_a,getChunkRangeFuture,2,
func_219237_a_,lambda$null$25,2,
func_219238_b,lambda$null$3,2,
func_219239_b_,lambda$postProcess$30,2,
func_219240_a,access$400,2,
func_219242_b,lambda$getEntityTickingRangeFuture$4,2,
func_219243_d,noPlayersCloseForSpawning,2,
func_219244_a,schedule,2,
func_219245_b,promoteChunkMap,2,
func_219246_e,getDistanceManager,2,
func_219274_a,broadcastChanges,2,
func_219275_d,setQueueLevel,2,
func_219276_a,getOrScheduleFuture,2,
func_219277_h,getPos,2,
func_219278_b,getStatus,2,
func_219280_a,sectionLightChanged,2,
func_219281_j,getQueueLevel,2,
func_219283_a,lambda$null$2,2,
func_219284_a,updateChunkToSave,2,
func_219285_d,getLastAvailableStatus,2,
func_219286_c,getFullChunkStatus,2,
func_219287_e,getLastAvailable,2,
func_219288_a,lambda$null$3,2,
func_219289_k,wasAccessibleSinceLastSave,2,
func_219290_a,access$000,2,
func_219291_a,updateFutures,2,
func_219292_a,setTicketLevel,2,
func_219293_a,broadcast,2,
func_219294_a,replaceProtoChunk,2,
func_219295_a,lambda$updateChunkToSave$4,2,
func_219296_a,getTickingChunkFuture,2,
func_219297_b,getEntityTickingChunkFuture,2,
func_219298_c,getTickingChunk,2,
func_219299_i,getTicketLevel,2,
func_219300_g,getFullStatus,2,
func_219301_a,getFutureIfPresentUnchecked,2,
func_219302_f,getChunkToSave,2,
func_219303_l,refreshAccessibility,2,
func_219304_a,lambda$broadcast$1,2,
func_219305_a,broadcastBlockEntity,2,
func_219330_a,access$000,2,
func_219331_c,addRegionTicket,2,
func_219335_b,getChunk,2,
func_219340_a,purgeStaleTickets,2,
func_219341_a,addPlayer,2,
func_219342_h,lambda$null$4,2,
func_219343_a,lambda$runAllUpdates$1,2,
func_219345_b,removeTicket,2,
func_219347_a,addTicket,2,
func_219348_f,lambda$null$3,2,
func_219349_b,removeTicket,2,
func_219353_a,runAllUpdates,2,
func_219354_b,updatePlayerTickets,2,
func_219356_a,addTicket,2,
func_219358_b,getNaturalSpawnChunkCount,2,
func_219361_f,lambda$addPlayer$7,2,
func_219362_d,removeRegionTicket,2,
func_219363_a,lambda$runAllUpdates$5,2,
func_219364_a,updateChunkForced,2,
func_219367_b,removePlayer,2,
func_219369_a,lambda$runAllUpdates$2,2,
func_219370_b,lambda$purgeStaleTickets$0,2,
func_219371_a,isChunkToRemove,2,
func_219372_a,updateChunkScheduling,2,
func_219391_a,broadcast,2,
func_219392_b,broadcastAndSend,2,
func_219393_c,access$200,2,
func_219394_a,access$000,2,
func_219395_a,access$102,2,
func_219396_a,broadcastRemoved,2,
func_219397_a,updatePlayers,2,
func_219398_b,access$100,2,
func_219399_a,removePlayer,2,
func_219400_b,updatePlayer,2,
func_219407_a,resortChunkTasks,2,
func_219408_a,lambda$pop$6,2,
func_219409_b,lambda$null$5,2,
func_219410_d,lambda$submit$2,2,
func_219411_e,lambda$resortChunkTasks$1,2,
func_219412_a,submit,2,
func_219413_a,lambda$release$3,2,
func_219414_c,lambda$acquire$4,2,
func_219415_a,lambda$new$0,2,
func_219416_a,release,2,
func_219417_a,pop,2,
func_219418_a,acquire,2,
func_219425_a,access$500,2,
func_219426_c,access$700,2,
func_219427_b,access$600,2,
func_219431_b,access$300,2,
func_219432_c,access$400,2,
func_219433_a,access$200,2,
func_219437_a,asLong,2,
func_219438_b,toLong,2,
func_219441_a,useItemOn,2,
func_219442_a,addPlayer,2,
func_219443_a,removePlayer,2,
func_219444_a,getPlayers,2,
func_219445_a,updatePlayer,2,
func_219446_a,ignorePlayer,2,
func_219447_b,unIgnorePlayer,2,
func_219448_c,ignoredOrUnknown,2,
func_219451_a,broadcastAndSend,2,
func_219452_a,sendPairingData,2,
func_219453_a,sendChanges,2,
func_219454_a,removePairing,2,
func_219455_b,addPairing,2,
func_219456_b,sentPos,2,
func_219457_c,sendDirtyEntityData,2,
func_219458_d,updateSentPos,2,
func_219477_b,getTicketLevel,2,
func_219479_a,getType,2,
func_219484_a,create,2,
func_219485_a,lambda$static$1,2,
func_219486_b,lambda$static$0,2,
func_219487_a,getComparator,2,
func_219502_a,saveTickList,2,
func_219503_a,save,2,
func_219504_a,addTickData,2,
func_219508_a,onStatusChange,2,
func_219509_a,updateSpawnPos,2,
func_219510_b,stop,2,
func_219511_c,getProgress,2,
func_219517_b,lambda$updateSpawnPos$0,2,
func_219518_b,lambda$onStatusChange$1,2,
func_219521_a,start,2,
func_219522_c,getFullDiameter,2,
func_219523_d,getDiameter,2,
func_219524_e,getProgress,2,
func_219525_a,getStatus,2,
func_219533_b,hasResource,2,
func_219534_a,registerReloadListener,2,
func_219535_a,createQueuedReload,2,
func_219536_a,reload,2,
func_219537_a,createFullReload,2,
func_219538_b,createReload,2,
func_219541_f,isValidLocation,2,
func_219542_c,access$200,2,
func_219543_d,access$300,2,
func_219544_e,access$400,2,
func_219545_b,access$100,2,
func_219546_a,access$000,2,
func_219552_a,done,2,
func_219553_c,isApplying,2,
func_219554_d,isDone,2,
func_219555_b,getActualProgress,2,
func_219556_e,checkExceptions,2,
func_219557_a,lambda$null$3,2,
func_219558_a,lambda$done$5,2,
func_219559_b,lambda$null$1,2,
func_219560_a,lambda$new$4,2,
func_219561_a,lambda$of$0,2,
func_219562_a,of,2,
func_219563_a,access$000,2,
func_219564_b,lambda$new$2,2,
func_219574_a,lambda$null$5,2,
func_219575_a,finish,2,
func_219576_a,lambda$null$6,2,
func_219577_b,lambda$null$3,2,
func_219578_a,lambda$new$7,2,
func_219579_f,lambda$null$1,2,
func_219580_g,lambda$null$0,2,
func_219581_a,lambda$null$4,2,
func_219582_b,lambda$null$2,2,
func_219585_g,getWorldPlayersDirectory,2,
func_219587_e,serverReadyAfterUserconversion,2,
func_219589_f,areOldPlayersConverted,2,
func_219591_b,stop,2,
func_219592_a,register,2,
func_219726_a,lambda$parseLocal$3,2,
func_219728_a,getStat,2,
func_219729_b,lambda$null$1,2,
func_219730_a,lambda$null$0,2,
func_219731_a,lambda$parseLocal$2,2,
func_219762_a,getAllTags,2,
func_219789_a,getAndSet,2,
func_219790_a,find,2,
func_219791_b,lambda$find$0,2,
func_219792_a,scaleSampleTo,2,
func_219793_a,lambda$convertToItem$0,2,
func_219794_f,convertToLong,2,
func_219795_a,getAsByte,2,
func_219796_a,getAsLong,2,
func_219798_a,lambda$downloadTo$0,2,
func_219799_g,lerp,2,
func_219800_b,rotateIfNecessary,2,
func_219801_j,smoothstep,2,
func_219802_k,sign,2,
func_219803_d,lerp,2,
func_219804_a,lerp2,2,
func_219805_h,rotLerp,2,
func_219806_b,equal,2,
func_219807_a,lerp3,2,
func_219808_b,access$100,2,
func_219810_a,fixTag,2,
func_219811_a,upgradeData,2,
func_219816_a,getType,2,
func_219818_a,fixTag,2,
func_219819_a,lambda$makeRule$0,2,
func_219820_a_,lambda$null$0,2,
func_219821_a,lambda$makeRule$2,2,
func_219822_a,lambda$null$1,2,
func_219823_a,lambda$makeRule$1,2,
func_219824_a,lambda$null$0,2,
func_219826_a,lambda$makeRule$1,2,
func_219827_a,lambda$null$0,2,
func_219830_a,fixLoreList,2,
func_219831_a_,lambda$fixLoreList$5,2,
func_219832_a,lambda$makeRule$4,2,
func_219833_c_,lambda$null$1,2,
func_219834_d_,lambda$null$0,2,
func_219835_b_,lambda$null$2,2,
func_219836_a,lambda$null$3,2,
func_219837_a,fixLoreEntry,2,
func_219838_a_,lambda$null$0,2,
func_219839_a,lambda$makeRule$1,2,
func_219840_a_,lambda$null$12,2,
func_219841_a,lambda$cap$10,2,
func_219842_a,lambda$null$8,2,
func_219843_c_,lambda$null$7,2,
func_219844_d_,lambda$null$6,2,
func_219845_b_,lambda$null$11,2,
func_219846_a_,lambda$null$5,2,
func_219847_a,lambda$null$1,2,
func_219848_a,cap,2,
func_219849_a,lambda$null$9,2,
func_219850_a,lambda$null$4,2,
func_219851_a,lambda$null$3,2,
func_219852_a,lambda$null$2,2,
func_219853_a,lambda$cap$13,2,
func_219854_b,lambda$null$0,2,
func_219855_a_,lambda$null$1,2,
func_219856_a,calculateBackground,2,
func_219857_a_,lambda$null$0,2,
func_219858_a,lambda$makeRule$2,2,
func_219859_d,lambda$static$20,2,
func_219860_h,lambda$static$16,2,
func_219861_a,lambda$static$23,2,
func_219862_g,lambda$static$17,2,
func_219863_b,lambda$static$22,2,
func_219864_f,lambda$static$18,2,
func_219865_j,lambda$static$14,2,
func_219866_e,lambda$static$19,2,
func_219867_c,lambda$static$21,2,
func_219868_i,lambda$static$15,2,
func_219870_a,cap,2,
func_219871_a_,lambda$makeRule$1,2,
func_219872_a,lambda$null$0,2,
func_219873_a,registerMob,2,
func_219874_a,lambda$registerMob$0,2,
func_219875_a,lambda$registerEntities$1,2,
func_219876_a,registerMob,2,
func_219877_a,lambda$registerMob$0,2,
func_219878_a,registerMob,2,
func_219879_a,lambda$registerMob$0,2,
func_219880_a,registerInventory,2,
func_219881_a,lambda$registerInventory$1,2,
func_219882_a,lambda$registerBlockEntities$0,2,
func_219883_a,registerMob,2,
func_219884_a,equipment,2,
func_219885_b,lambda$registerMob$0,2,
func_219886_a,registerInventory,2,
func_219887_a,lambda$registerInventory$0,2,
func_219888_a,registerMob,2,
func_219889_a,lambda$registerMob$0,2,
func_219890_b,lambda$registerEntities$0,2,
func_219891_a,lambda$registerEntities$1,2,
func_219894_a,startTick,2,
func_219895_b,popPush,2,
func_219897_b,endTick,2,
func_219905_d,getResults,2,
func_219917_a,getTimes,2,
func_219918_a,getStartTimeNano,2,
func_219919_a,saveResults,2,
func_219920_e,getProfilerResults,2,
func_219921_d,getEndTimeTicks,2,
func_219922_b,getStartTimeTicks,2,
func_219923_c,getEndTimeNano,2,
func_219924_f,getNanoDuration,2,
func_219925_g,getTickDuration,2,
func_219927_h,getComment,2,
func_219928_a,appendProfilerResults,2,
func_219929_a,getProfilerResults,2,
func_219942_a,getColor,2,
func_219946_b,isEmpty,2,
func_219948_a,lambda$new$0,2,
func_219950_a,getPriority,2,
func_219954_a,lambda$getAllChunkPos$2,2,
func_219955_j,lambda$work$1,2,
func_219956_a,lambda$new$0,2,
func_219961_a,dropContents,2,
func_219962_a,lambda$dropContents$0,2,
func_219963_a,byName,2,
func_219964_a,unlocksWith,2,
func_219966_a,getContainer,2,
func_219967_s,getFoodProperties,2,
func_219968_a,getPlayerPOVHitResult,2,
func_219970_i,useOnRelease,2,
func_219971_r,isEdible,2,
func_219972_a,onUseTick,2,
func_219975_a,dyeArmor,2,
func_219976_d,getTexture,2,
func_219977_e,getProtection,2,
func_219980_b,getBannerPattern,2,
func_219981_d_,getDisplayName,2,
func_219983_a,getPlaceSound,2,
func_219984_b,updatePlacementContext,2,
func_219985_a,updateBlockStateFromTag,2,
func_219986_a,lambda$updateState$0,2,
func_219987_d,mustSurvive,2,
func_219988_a,updateState,2,
func_219992_b,lockMap,2,
func_219993_a,makeKey,2,
func_219994_a,getSavedData,2,
func_219995_a,playSound,2,
func_219998_a,lambda$useOn$1,2,
func_219999_b,lambda$useOn$0,2,
func_220000_a_,lambda$use$0,2,
func_220002_j,lambda$static$0,2,
func_220003_e,lambda$static$1,2,
func_220004_b,getAllSupportedProjectiles,2,
func_220005_a,getHeldProjectile,2,
func_220006_d,getSupportedHeldProjectiles,2,
func_220009_a_,lambda$releaseUsing$0,2,
func_220010_a_,lambda$containsChargedProjectile$0,2,
func_220011_a,setCharged,2,
func_220012_d,isCharged,2,
func_220013_l,getShootingPower,2,
func_220014_a,performShooting,2,
func_220015_a,onCrossbowShot,2,
func_220016_a,shootProjectile,2,
func_220017_a_,lambda$shootProjectile$1,2,
func_220018_j,getChargedProjectiles,2,
func_220019_a,containsChargedProjectile,2,
func_220021_a,tryLoadProjectiles,2,
func_220023_a,loadProjectile,2,
func_220024_a,getArrow,2,
func_220025_a,getStartSound,2,
func_220026_e,getChargeDuration,2,
func_220027_k,clearChargedProjectiles,2,
func_220028_a,getShotPitches,2,
func_220029_b,addChargedProjectile,2,
func_220031_a,getPowerForTime,2,
func_220032_a,getRandomShotPitch,2,
func_220036_a,lambda$mineBlock$0,2,
func_220037_a,saveMobEffect,2,
func_220038_a,lambda$mineBlock$1,2,
func_220039_b,lambda$hurtEnemy$0,2,
func_220040_a,lambda$useOn$0,2,
func_220041_a,lambda$useOn$0,2,
func_220043_a,lambda$useOn$0,2,
func_220044_a,lambda$mineBlock$1,2,
func_220045_b,lambda$hurtEnemy$0,2,
func_220046_a_,lambda$mineBlock$2,2,
func_220047_a_,lambda$releaseUsing$0,2,
func_220048_b_,lambda$hurtEnemy$1,2,
func_220049_j,getPageCount,2,
func_220050_a,resolveBookComponents,2,
func_220052_b,getMenuProvider,2,
func_220053_a,getShape,2,
func_220054_a,dropResources,2,
func_220055_a,canSupportCenter,2,
func_220057_b,lambda$dropResources$4,2,
func_220059_a,dropResources,2,
func_220061_c,lambda$dropResources$3,2,
func_220062_a,spawnAfterBreak,2,
func_220063_a,lambda$dropResources$1,2,
func_220064_c,canSupportRigidBlock,2,
func_220066_a,onProjectileHit,2,
func_220068_i,getLootTable,2,
func_220069_a,neighborChanged,2,
func_220070_a,getDrops,2,
func_220071_b,getCollisionShape,2,
func_220072_p,getSoundType,2,
func_220073_a,isExceptionForConnection,2,
func_220074_n,useShapeForLightOcclusion,2,
func_220075_c,dropResources,2,
func_220076_a,getDrops,2,
func_220077_a,getDrops,2,
func_220078_b,dropResources,2,
func_220079_d,lambda$dropResources$2,2,
func_220080_a,getShadeBrightness,2,
func_220082_b,onPlace,2,
func_220087_a,growBamboo,2,
func_220089_a,openContainer,2,
func_220094_d,getSuspiciousStewEffect,2,
func_220095_e,getEffectDuration,2,
func_220098_a,makeParticles,2,
func_220099_j,isSmokeSource,2,
func_220107_b,isCatSittingOnChest,2,
func_220108_a,isChestBlockedAt,2,
func_220111_a,connectsTo,2,
func_220112_a,attachsTo,2,
func_220113_a,connectsTo,2,
func_220116_a,isBottom,2,
func_220117_a,getDistance,2,
func_220128_j,getVoxelShape,2,
func_220129_a,isProperHit,2,
func_220131_q,getConnectedDirection,2,
func_220147_a,lambda$getMenuProvider$0,2,
func_220148_b,placeBook,2,
func_220149_b,changePowered,2,
func_220150_d,popBook,2,
func_220151_a,tryPlaceBook,2,
func_220152_a,openScreen,2,
func_220153_b,updateBelow,2,
func_220154_a,signalPageChange,2,
func_220155_a,resetBookState,2,
func_220168_a,lambda$getDrops$0,2,
func_220170_a,getBlockEntity,2,
func_220171_a,canAttach,2,
func_220173_a,lambda$use$0,2,
func_220174_a,getBedOrientation,2,
func_220185_b,canAttach,2,
func_220186_q,getVoxelShape,2,
